3 35.76018 1 3 72.5
2 24.72204 1 4 72.5
3 35.76018 1 6 72.5
5 55.50158 1 3 72.5
2 24.72204 1 4 72.5
3 35.76018 1 5 77.5
4 44.70502 1 5 77.5
4 44.70502 1 6 77.5
5 53.93815 1 7 77.5
6 62.50419 1 4 77.5
3 34.75285 1 4 77.5
3 34.75285 1 4 82.5
3 33.74552 1 4 82.5
3 33.74552 1 5 87.5
4 42.11343 1 5 107.5
4 36.93024 1 4 107.5
3 28.70888 1 6 112.5
5 42.99418 1 7 112.5
6 49.82218 1 3 117.5
2 18.45448 1 6 117.5
5 41.43076 1 4 122.5
3 25.68689 1 4 122.5
3 25.68689 1 7 122.5
6 46.19875 1 5 122.5
4 33.04284 1 4 127.5
3 24.67956 1 3 127.5
2 17.06169 1 2 127.5
1 8.850571 1 3 132.5
2 16.3653 1 2 132.5
1 8.489323 1 3 142.5
2 14.9725 1 5 142.5
4 27.85965 1 3 142.5
2 14.9725 1 4 147.5
3 20.65025 1 5 147.5
4 26.56385 1 2 147.5
1 7.405579 1 3 152.5
2 13.57971 1 3 152.5
2 13.57971 1 3 152.5
2 13.57971 1 2 157.5
1 6.683084 1 4 157.5
3 18.63559 1 3 157.5
2 12.88332 1 4 157.5
3 18.63559 1 4 162.5
3 17.62826 1 2 162.5
1 6.321836 1 2 167.5
1 5.960588 1 4 167.5
3 16.62093 1 7 167.5
6 29.89331 1 4 172.5
3 15.6136 1 5 172.5
4 20.08487 1 3 172.5
2 10.79413 1 3 172.5
2 10.79413 1 3 172.5
2 10.79413 1 3 172.5
2 10.79413 1 3 177.5
2 10.09774 1 6 177.5
5 22.66966 1 5 177.5
4 18.78907 1 3 177.5
2 10.09774 1 11 182.5
10 35.61287 1 4 182.5
3 13.59894 1 3 182.5
2 9.40134 1 2 182.5
1 4.876845 1 2 187.5
1 4.515597 1 2 187.5
1 4.515597 1 7 187.5
6 22.64645 1 7 192.5
6 20.83473 1 4 192.5
3 11.58428 1 7 192.5
6 20.83473 1 6 192.5
5 17.97938 1 6 197.5
5 16.41596 1 8 197.5
7 21.44171 1 4 197.5
3 10.57696 1 4 197.5
3 10.57696 1 3 197.5
2 7.312153 1 4 202.5
3 9.569626 1 3 202.5
2 6.615758 1 3 207.5
2 5.919362 1 6 207.5
5 13.28911 1 3 207.5
2 5.919362 1 3 207.5
2 5.919362 1 3 207.5
2 5.919362 1 3 212.5
2 5.222967 2 8 22.5
6 82.43307 2 3 27.5
1 16.07553 2 3 27.5
1 16.07553 2 5 27.5
3 44.82614 2 4 27.5
2 30.9896 2 3 27.5
1 16.07553 2 15 27.5
13 138.5665 2 5 27.5
3 44.82614 2 4 32.5
2 30.29321 2 6 32.5
4 56.3672 2 6 32.5
4 56.3672 2 7 32.5
5 68.00898 2 4 32.5
2 30.29321 2 5 37.5
3 42.81149 2 5 67.5
3 36.76751 2 6 77.5
4 44.70502 2 5 77.5
3 34.75285 2 4 77.5
2 24.02565 2 4 82.5
2 23.32925 2 5 82.5
3 33.74552 2 5 82.5
3 33.74552 2 6 82.5
4 43.40923 2 3 82.5
1 12.1018 2 4 82.5
2 23.32925 2 4 87.5
2 22.63286 2 4 87.5
2 22.63286 2 7 87.5
5 50.8113 2 9 87.5
7 66.36721 2 4 92.5
2 21.93646 2 4 97.5
2 21.24006 2 5 97.5
3 30.72354 2 4 102.5
2 20.54367 2 3 122.5
1 9.211818 2 4 122.5
2 17.75809 2 5 122.5
3 25.68689 2 7 127.5
5 38.30391 2 11 127.5
9 60.12413 2 4 127.5
2 17.06169 2 6 127.5
4 31.74705 2 4 132.5
2 16.3653 2 3 137.5
1 8.128075 2 4 137.5
2 15.6689 2 4 142.5
2 14.9725 2 5 142.5
3 21.65758 2 7 147.5
5 32.05021 2 5 152.5
3 19.64292 2 4 157.5
2 12.88332 2 6 162.5
4 22.67646 2 5 162.5
3 17.62826 2 6 162.5
4 22.67646 2 5 162.5
3 17.62826 2 7 162.5
5 27.35993 2 4 167.5
2 11.49053 2 4 167.5
2 11.49053 2 5 167.5
3 16.62093 2 5 167.5
3 16.62093 2 4 167.5
2 11.49053 2 8 167.5
6 29.89331 2 4 167.5
2 11.49053 2 7 167.5
5 25.79651 2 4 177.5
2 10.09774 2 8 177.5
6 26.26988 2 4 182.5
2 9.40134 2 7 182.5
5 21.10623 2 4 182.5
2 9.40134 2 6 187.5
4 16.19747 2 6 187.5
4 16.19747 2 4 187.5
2 8.704945 2 4 187.5
2 8.704945 2 7 187.5
5 19.54281 2 6 187.5
4 16.19747 2 6 187.5
4 16.19747 2 3 192.5
1 4.154349 2 3 192.5
1 4.154349 2 3 197.5
1 3.793102 2 5 197.5
3 10.57696 2 7 197.5
5 16.41596 2 3 197.5
1 3.793102 2 5 197.5
3 10.57696 2 5 197.5
3 10.57696 2 6 197.5
4 13.60588 2 4 197.5
2 7.312153 2 11 197.5
9 25.76748 2 4 197.5
2 7.312153 2 5 197.5
3 10.57696 2 4 197.5
2 7.312153 2 4 202.5
2 6.615758 2 7 202.5
5 14.85254 2 4 202.5
2 6.615758 2 5 202.5
3 9.569626 2 6 202.5
4 12.31008 2 6 202.5
4 12.31008 2 5 202.5
3 9.569626 2 4 207.5
2 5.919362 2 6 207.5
4 11.01428 2 5 207.5
3 8.562297 2 6 207.5
4 11.01428 2 5 207.5
3 8.562297 2 5 212.5
3 7.554968 2 3 212.5
1 2.709358 3 7 37.5
4 55.07141 3 6 42.5
3 41.80416 3 5 42.5
2 28.90042 3 8 42.5
5 64.88213 3 4 42.5
1 14.99178 3 7 47.5
4 52.47981 3 5 47.5
2 28.20402 3 5 47.5
2 28.20402 3 5 47.5
2 28.20402 3 5 47.5
2 28.20402 3 7 47.5
4 52.47981 3 5 47.5
2 28.20402 3 4 47.5
1 14.63054 3 5 47.5
2 28.20402 3 6 47.5
3 40.79683 3 4 52.5
1 14.26929 3 5 57.5
2 26.81123 3 5 92.5
2 21.93646 3 4 92.5
1 11.37931 3 9 92.5
6 57.06905 3 5 97.5
2 21.24006 3 5 97.5
2 21.24006 3 5 97.5
2 21.24006 3 6 97.5
3 30.72354 3 6 102.5
3 29.71621 3 8 102.5
5 46.12103 3 5 102.5
2 20.54367 3 6 102.5
3 29.71621 3 6 102.5
3 29.71621 3 4 102.5
1 10.65681 3 6 107.5
3 28.70888 3 6 107.5
3 28.70888 3 7 107.5
4 36.93024 3 5 112.5
2 19.15088 3 9 112.5
6 49.82218 3 6 112.5
3 27.70155 3 6 127.5
3 24.67956 3 4 127.5
1 8.850571 3 4 127.5
1 8.850571 3 7 132.5
4 30.45125 3 6 132.5
3 23.67223 3 6 132.5
3 23.67223 3 5 132.5
2 16.3653 3 6 137.5
3 22.6649 3 5 137.5
2 15.6689 3 6 137.5
3 22.6649 3 7 137.5
4 29.15545 3 5 137.5
2 15.6689 3 5 137.5
2 15.6689 3 6 137.5
3 22.6649 3 5 137.5
2 15.6689 3 6 142.5
3 21.65758 3 9 152.5
6 35.32846 3 7 162.5
4 22.67646 3 6 162.5
3 17.62826 3 7 167.5
4 21.38066 3 5 172.5
2 10.79413 3 4 172.5
1 5.599341 3 9 172.5
6 28.08159 3 4 172.5
1 5.599341 3 6 172.5
3 15.6136 3 5 177.5
2 10.09774 3 6 177.5
3 14.60627 3 7 177.5
4 18.78907 3 10 182.5
7 27.56792 3 8 182.5
5 21.10623 3 6 182.5
3 13.59894 3 7 182.5
4 17.49327 3 6 182.5
3 13.59894 3 7 182.5
4 17.49327 3 5 187.5
2 8.704945 3 6 187.5
3 12.59161 3 7 187.5
4 16.19747 3 5 187.5
2 8.704945 3 11 192.5
8 25.94144 3 7 192.5
4 14.90167 3 5 192.5
2 8.008549 3 5 197.5
2 7.312153 3 6 197.5
3 10.57696 3 9 197.5
6 19.02302 3 6 202.5
3 9.569626 3 5 202.5
2 6.615758 3 7 202.5
4 12.31008 3 5 202.5
2 6.615758 3 5 202.5
2 6.615758 3 6 207.5
3 8.562297 3 6 207.5
3 8.562297 3 6 207.5
3 8.562297 3 8 207.5
5 13.28911 3 4 207.5
1 3.070606 3 5 207.5
2 5.919362 3 4 212.5
1 2.709358 3 6 212.5
3 7.554968 3 5 212.5
2 5.222967 3 6 212.5
3 7.554968 3 9 212.5
6 13.58787 3 7 212.5
4 9.718483 3 4 217.5
1 2.348111 3 6 217.5
3 6.547639 3 5 222.5
2 3.830176 4 9 52.5
5 61.75528 4 7 52.5
3 39.7895 4 6 52.5
2 27.50762 4 7 52.5
3 39.7895 4 8 57.5
4 49.88821 4 6 57.5
2 26.81123 4 10 57.5
6 69.75106 4 6 57.5
2 26.81123 4 8 62.5
4 48.59242 4 9 62.5
5 58.62843 4 8 62.5
4 48.59242 4 6 62.5
2 26.11483 4 9 67.5
5 57.065 4 10 72.5
6 64.31591 4 9 72.5
5 55.50158 4 6 72.5
2 24.72204 4 7 72.5
3 35.76018 4 7 97.5
3 30.72354 4 6 102.5
2 20.54367 4 8 102.5
4 38.22603 4 7 102.5
3 29.71621 4 6 107.5
2 19.84727 4 9 107.5
5 44.55761 4 7 107.5
3 28.70888 4 6 107.5
2 19.84727 4 5 107.5
1 10.29556 4 9 107.5
5 44.55761 4 7 107.5
3 28.70888 4 7 107.5
3 28.70888 4 8 112.5
4 35.63444 4 8 112.5
4 35.63444 4 6 112.5
2 19.15088 4 6 112.5
2 19.15088 4 10 112.5
6 49.82218 4 6 117.5
2 18.45448 4 6 117.5
2 18.45448 4 6 127.5
2 17.06169 4 9 137.5
5 35.17706 4 8 137.5
4 29.15545 4 9 142.5
5 33.61363 4 11 142.5
7 43.90446 4 6 142.5
2 14.9725 4 6 142.5
2 14.9725 4 9 142.5
5 33.61363 4 6 142.5
2 14.9725 4 7 142.5
3 21.65758 4 9 142.5
5 33.61363 4 12 147.5
8 46.24343 4 6 147.5
2 14.27611 4 9 147.5
5 32.05021 4 6 157.5
2 12.88332 4 7 157.5
3 18.63559 4 6 157.5
2 12.88332 4 9 162.5
5 27.35993 4 8 162.5
4 22.67646 4 6 167.5
2 11.49053 4 9 167.5
5 25.79651 4 9 167.5
5 25.79651 4 7 172.5
3 15.6136 4 7 172.5
3 15.6136 4 8 177.5
4 18.78907 4 9 177.5
5 22.66966 4 6 177.5
2 10.09774 4 7 177.5
3 14.60627 4 6 177.5
2 10.09774 4 8 182.5
4 17.49327 4 6 187.5
2 8.704945 4 5 187.5
1 4.515597 4 6 187.5
2 8.704945 4 7 187.5
3 12.59161 4 6 192.5
2 8.008549 4 6 192.5
2 8.008549 4 6 192.5
2 8.008549 4 5 192.5
1 4.154349 4 5 192.5
1 4.154349 4 7 192.5
3 11.58428 4 5 192.5
1 4.154349 4 6 192.5
2 8.008549 4 7 192.5
3 11.58428 4 5 197.5
1 3.793102 4 6 197.5
2 7.312153 4 7 197.5
3 10.57696 4 7 197.5
3 10.57696 4 6 197.5
2 7.312153 4 7 202.5
3 9.569626 4 8 202.5
4 12.31008 4 7 202.5
3 9.569626 4 9 207.5
5 13.28911 4 7 207.5
3 8.562297 4 6 207.5
2 5.919362 4 7 207.5
3 8.562297 4 6 207.5
2 5.919362 4 7 207.5
3 8.562297 4 9 212.5
5 11.72569 4 6 212.5
2 5.222967 4 10 212.5
6 13.58787 4 10 217.5
6 11.77615 4 7 217.5
3 6.547639 4 9 217.5
5 10.16226 4 6 222.5
2 3.830176 5 8 12.5
3 47.84813 5 7 12.5
2 33.07879 5 9 12.5
